LH636,1/1/2006,10,15,20,flight cancel,not arrived yet
TG620,1/1/2006,10,15,20,flight cancel,not arrived yet
TG520,1/1/2006,10,15,20,not departed yet,not arrived yet
LH9717,1/2/2006,10,15,20,10:22 PM,8:15 AM
LH783,1/2/2006,10,15,20,11:45 PM,10:44 AM
TG317,1/2/2006,10,15,20,8:30 PM,7:30 AM
TG401,1/2/2006,4,5,6,3:16 PM,11:07 AM
TG403,1/2/2006,4,5,6,5:18 PM,2:22 AM
LH779,1/2/2006,4,5,6,not departed yet,3:33 AM
LH6262,1/2/2006,4,5,6,8:15 AM,4:44 AM
LH6258,1/2/2006,4,5,6,10:44 AM,5:55 AM
LH3086,1/2/2006,4,5,6,7:30 AM,not arrived yet
LH6260,1/2/2006,4,5,6,11:07 AM,not arrived yet
SQ63,1/2/2006,4,5,6,2:22 AM,10:22 PM
SQ65,1/2/2006,4,5,6,3:33 AM,11:45 PM
SK509,1/2/2006,4,5,6,4:44 AM,8:30 PM
SK1509,1/2/2006,4,5,6,5:55 AM,3:16 PM
SK510,1/2/2006,4,5,6,not departed yet,5:18 PM
SK1510,1/2/2006,4,5,6,not departed yet,not arrived yet
SK661,1/2/2006,4,5,6,not departed yet,not arrived yet
SK659,1/2/2006,4,5,6,not departed yet,not arrived yet
SK663,1/2/2006,4,5,6,not departed yet,flight cancel
LH782,1/2/2006,4,5,6,not departed yet,flight cancel
TG925,1/2/2006,10,15,20,not departed yet,flight cancel
TG519,1/2/2006,10,15,20,not departed yet,flight cancel
TG518,1/2/2006,10,15,20,not departed yet,flight cancel
LH627,1/2/2006,10,15,20,not departed yet,flight cancel
LH637,1/2/2006,10,15,20,not departed yet,not arrived yet
LH4800,1/2/2006,10,15,20,not departed yet,10:22 PM
LH4810,1/2/2006,10,15,20,flight cancel,11:45 PM
LH4806,1/2/2006,10,15,20,flight cancel,8:30 PM
LH4801,1/2/2006,10,15,20,flight cancel,3:16 PM
LH4811,1/2/2006,11,8,5,flight cancel,5:18 PM
LH4807,1/2/2006,11,8,5,flight cancel,not arrived yet
LH626,1/2/2006,11,8,5,flight cancel,8:15 AM
LH636,1/2/2006,11,8,5,not departed yet,10:44 AM
TG620,1/2/2006,11,8,5,not departed yet,7:30 AM
TG520,1/2/2006,11,8,5,not departed yet,11:07 AM
LH9717,1/3/2006,10,15,20,not departed yet,not arrived yet
LH783,1/3/2006,10,15,20,10:22 PM,10:22 PM
TG317,1/3/2006,10,15,20,11:45 PM,11:45 PM
TG401,1/3/2006,10,15,20,8:30 PM,8:30 PM
TG403,1/3/2006,10,15,20,3:16 PM,3:16 PM
LH779,1/3/2006,10,15,20,5:18 PM,5:18 PM
LH6262,1/3/2006,10,15,20,8:15 AM,flight cancel
LH6258,1/3/2006,10,15,20,10:44 AM,flight cancel
LH3086,1/3/2006,10,15,20,7:30 AM,flight cancel
LH6260,1/3/2006,10,15,20,11:07 AM,flight cancel
SQ63,1/3/2006,10,15,20,2:22 AM,not arrived yet
SQ65,1/3/2006,10,15,20,3:33 AM,10:22 PM
SK509,1/3/2006,10,15,20,4:44 AM,11:45 PM
SK1509,1/3/2006,4,5,6,5:55 AM,8:30 PM
SK510,1/3/2006,4,5,6,not departed yet,3:16 PM
SK1510,1/3/2006,4,5,6,not departed yet,5:18 PM
SK661,1/3/2006,4,5,6,not departed yet,not arrived yet
SK659,1/3/2006,4,5,6,not departed yet,not arrived yet
SK663,1/3/2006,4,5,6,not departed yet,8:15 AM
LH782,1/3/2006,4,5,6,10:22 PM,10:44 AM
TG925,1/3/2006,4,5,6,11:45 PM,7:30 AM
TG519,1/3/2006,4,5,6,8:30 PM,11:07 AM
TG518,1/3/2006,4,5,6,3:16 PM,2:22 AM
LH627,1/3/2006,4,5,6,5:18 PM,3:33 AM
LH637,1/3/2006,4,5,6,not departed yet,4:44 AM
LH4800,1/3/2006,4,5,6,not departed yet,5:55 AM
LH4810,1/3/2006,4,5,6,not departed yet,not arrived yet
LH4806,1/3/2006,4,5,6,not departed yet,not arrived yet
LH4801,1/3/2006,4,5,6,flight cancel,not arrived yet
LH4811,1/3/2006,4,5,6,flight cancel,not arrived yet
LH4807,1/3/2006,4,5,6,flight cancel,not arrived yet
LH626,1/3/2006,10,15,20,flight cancel,not arrived yet
LH636,1/3/2006,10,15,20,flight cancel,not arrived yet
TG620,1/3/2006,10,15,20,flight cancel,not arrived yet
TG520,1/3/2006,10,15,20,not departed yet,not arrived yet
LH9717,2/1/2006,11,8,5,10:22 PM,2:22 AM
LH783,2/1/2006,11,8,5,11:45 PM,3:33 AM
TG317,2/1/2006,11,8,5,8:30 PM,4:44 AM
TG401,2/1/2006,11,8,5,3:16 PM,5:55 AM
TG403,2/1/2006,11,8,5,5:18 PM,not arrived yet
LH779,2/1/2006,10,15,20,not departed yet,not arrived yet
LH6262,2/1/2006,10,15,20,not departed yet,not arrived yet
LH6258,2/1/2006,10,15,20,8:15 AM,not arrived yet
LH3086,2/1/2006,10,15,20,10:44 AM,not arrived yet
LH6260,2/1/2006,10,15,20,7:30 AM,flight cancel
SQ63,2/1/2006,10,15,20,11:07 AM,flight cancel
SQ65,2/1/2006,10,15,20,2:22 AM,flight cancel
SK509,2/1/2006,10,15,20,3:33 AM,not arrived yet
SK1509,2/1/2006,10,15,20,4:44 AM,not arrived yet
SK510,2/1/2006,10,15,20,5:55 AM,not arrived yet
SK1510,2/1/2006,10,15,20,not departed yet,not arrived yet
SK661,2/1/2006,10,15,20,not departed yet,not arrived yet
SK659,2/1/2006,10,15,20,not departed yet,10:22 PM
SK663,2/1/2006,10,15,20,not departed yet,11:45 PM
LH782,2/1/2006,10,15,20,not departed yet,8:30 PM
TG925,2/1/2006,10,15,20,not departed yet,3:16 PM
TG519,2/1/2006,10,15,20,flight cancel,5:18 PM
TG518,2/1/2006,10,15,20,flight cancel,8:15 AM
LH627,2/1/2006,10,15,20,flight cancel,10:44 AM
LH637,2/1/2006,10,15,20,flight cancel,7:30 AM
LH4800,2/1/2006,10,15,20,flight cancel,11:07 AM
LH4810,2/1/2006,10,15,20,not departed yet,2:22 AM
LH4806,2/1/2006,10,15,20,10:22 PM,3:33 AM
LH4801,2/1/2006,10,15,20,11:45 PM,4:44 AM
LH4811,2/1/2006,10,15,20,8:30 PM,5:55 AM
LH4807,2/1/2006,10,15,20,3:16 PM,not arrived yet
LH626,2/1/2006,10,15,20,5:18 PM,not arrived yet
LH636,2/1/2006,10,15,20,not departed yet,flight cancel
TG620,2/1/2006,10,15,20,not departed yet,flight cancel
TG520,2/1/2006,10,15,20,not departed yet,flight cancel
LH9717,2/2/2006,10,15,20,not departed yet,flight cancel
LH783,2/2/2006,4,5,6,not departed yet,flight cancel
TG317,2/2/2006,4,5,6,not departed yet,not arrived yet
TG401,2/2/2006,4,5,6,8:15 AM,not arrived yet
TG403,2/2/2006,4,5,6,10:44 AM,not arrived yet
LH779,2/2/2006,4,5,6,7:30 AM,not arrived yet
LH6262,2/2/2006,4,5,6,11:07 AM,not arrived yet
LH6258,2/2/2006,4,5,6,2:22 AM,8:15 AM
LH3086,2/2/2006,4,5,6,3:33 AM,10:44 AM
LH6260,2/2/2006,4,5,6,4:44 AM,7:30 AM
SQ63,2/2/2006,4,5,6,5:55 AM,11:07 AM
SQ65,2/2/2006,4,5,6,not departed yet,2:22 AM
SK509,2/2/2006,4,5,6,not departed yet,3:33 AM
SK1509,2/2/2006,4,5,6,flight cancel,4:44 AM
SK510,2/2/2006,4,5,6,flight cancel,5:55 AM
SK1510,2/2/2006,4,5,6,flight cancel,not arrived yet
SK661,2/2/2006,4,5,6,flight cancel,not arrived yet
SK659,2/2/2006,4,5,6,flight cancel,10:22 PM
SK663,2/2/2006,10,15,20,flight cancel,11:45 PM
LH782,2/2/2006,10,15,20,flight cancel,8:30 PM
TG925,2/2/2006,10,15,20,not departed yet,3:16 PM
TG519,2/2/2006,10,15,20,not departed yet,5:18 PM
TG518,2/2/2006,10,15,20,not departed yet,not arrived yet
LH627,2/2/2006,10,15,20,not departed yet,10:22 PM
LH637,2/2/2006,10,15,20,not departed yet,11:45 PM
LH4800,2/2/2006,11,8,5,not departed yet,8:30 PM
LH4810,2/2/2006,11,8,5,not departed yet,3:16 PM
LH4806,2/2/2006,11,8,5,not departed yet,5:18 PM
LH4801,2/2/2006,11,8,5,not departed yet,not arrived yet
LH4811,2/2/2006,11,8,5,not departed yet,8:15 AM
LH4807,2/2/2006,11,8,5,not departed yet,10:44 AM
LH626,2/2/2006,11,8,5,flight cancel,7:30 AM
LH636,2/2/2006,11,8,5,flight cancel,11:07 AM
TG620,2/2/2006,11,8,5,flight cancel,2:22 AM
TG520,2/2/2006,11,8,5,flight cancel,3:33 AM
LH9717,2/3/2006,11,8,5,10:22 PM,2:22 AM
LH783,2/3/2006,11,8,5,11:45 PM,3:33 AM
TG317,2/3/2006,11,8,5,8:30 PM,4:44 AM
TG401,2/3/2006,11,8,5,3:16 PM,5:55 AM
TG403,2/3/2006,11,8,5,5:18 PM,not arrived yet
LH779,2/3/2006,10,15,20,not departed yet,not arrived yet
LH6262,2/3/2006,10,15,20,not departed yet,not arrived yet
LH6258,2/3/2006,10,15,20,8:15 AM,not arrived yet
LH3086,2/3/2006,10,15,20,10:44 AM,not arrived yet
LH6260,2/3/2006,10,15,20,7:30 AM,flight cancel
SQ63,2/3/2006,10,15,20,11:07 AM,flight cancel
SQ65,2/3/2006,10,15,20,2:22 AM,flight cancel
SK509,2/3/2006,10,15,20,3:33 AM,not arrived yet
SK1509,2/3/2006,10,15,20,4:44 AM,not arrived yet
SK510,2/3/2006,10,15,20,5:55 AM,not arrived yet
SK1510,2/3/2006,10,15,20,not departed yet,not arrived yet
SK661,2/3/2006,10,15,20,not departed yet,not arrived yet
SK659,2/3/2006,10,15,20,not departed yet,10:22 PM
SK663,2/3/2006,10,15,20,not departed yet,11:45 PM
LH782,2/3/2006,10,15,20,not departed yet,8:30 PM
TG925,2/3/2006,10,15,20,not departed yet,3:16 PM
TG519,2/3/2006,10,15,20,flight cancel,5:18 PM
TG518,2/3/2006,10,15,20,flight cancel,8:15 AM
LH627,2/3/2006,10,15,20,flight cancel,10:44 AM
LH637,2/3/2006,10,15,20,flight cancel,7:30 AM
LH4800,2/3/2006,10,15,20,flight cancel,11:07 AM
LH4810,2/3/2006,10,15,20,not departed yet,2:22 AM
LH4806,2/3/2006,10,15,20,10:22 PM,3:33 AM
LH4801,2/3/2006,10,15,20,11:45 PM,4:44 AM
LH4811,2/3/2006,10,15,20,8:30 PM,5:55 AM
LH4807,2/3/2006,10,15,20,3:16 PM,not arrived yet
LH626,2/3/2006,10,15,20,5:18 PM,not arrived yet
LH636,2/3/2006,10,15,20,not departed yet,flight cancel
TG620,2/3/2006,10,15,20,not departed yet,flight cancel
TG520,2/3/2006,10,15,20,not departed yet,flight cancel
LH9717,3/1/2006,11,8,5,flight cancel,4:44 AM
LH783,3/1/2006,11,8,5,not departed yet,5:55 AM
TG317,3/1/2006,11,8,5,10:22 PM,not arrived yet
TG401,3/1/2006,11,8,5,11:45 PM,not arrived yet
TG403,3/1/2006,11,8,5,8:30 PM,flight cancel
LH779,3/1/2006,11,8,5,3:16 PM,flight cancel
LH6262,3/1/2006,11,8,5,5:18 PM,flight cancel
LH6258,3/1/2006,10,15,20,not departed yet,flight cancel
LH3086,3/1/2006,10,15,20,not departed yet,flight cancel
LH6260,3/1/2006,10,15,20,10:22 PM,flight cancel
SQ63,3/1/2006,10,15,20,11:45 PM,not arrived yet
SQ65,3/1/2006,10,15,20,8:30 PM,not arrived yet
SK509,3/1/2006,10,15,20,3:16 PM,not arrived yet
SK1509,3/1/2006,4,5,6,5:18 PM,not arrived yet
SK510,3/1/2006,4,5,6,not departed yet,not arrived yet
SK1510,3/1/2006,4,5,6,not departed yet,10:22 PM
SK661,3/1/2006,4,5,6,not departed yet,11:45 PM
SK659,3/1/2006,4,5,6,not departed yet,8:30 PM
SK663,3/1/2006,4,5,6,8:15 AM,3:16 PM
LH782,3/1/2006,4,5,6,10:44 AM,5:18 PM
TG925,3/1/2006,4,5,6,7:30 AM,8:30 PM
TG519,3/1/2006,4,5,6,11:07 AM,3:16 PM
TG518,3/1/2006,4,5,6,2:22 AM,5:18 PM
LH627,3/1/2006,4,5,6,3:33 AM,not arrived yet
LH637,3/1/2006,4,5,6,4:44 AM,not arrived yet
LH4800,3/1/2006,4,5,6,5:55 AM,not arrived yet
LH4810,3/1/2006,4,5,6,flight cancel,not arrived yet
LH4806,3/1/2006,4,5,6,flight cancel,not arrived yet
LH4801,3/1/2006,4,5,6,flight cancel,not arrived yet
LH4811,3/1/2006,10,15,20,flight cancel,8:15 AM
LH4807,3/1/2006,10,15,20,not departed yet,10:44 AM
LH626,3/1/2006,10,15,20,10:22 PM,7:30 AM
LH636,3/1/2006,10,15,20,11:45 PM,11:07 AM
TG620,3/1/2006,10,15,20,8:30 PM,2:22 AM
TG520,3/1/2006,10,15,20,3:16 PM,3:33 AM
LH9717,3/1/2006,10,15,20,5:18 PM,4:44 AM
LH783,3/1/2006,10,15,20,not departed yet,5:55 AM
TG317,3/1/2006,10,15,20,not departed yet,not arrived yet
TG401,3/1/2006,10,15,20,not departed yet,flight cancel
TG403,3/1/2006,10,15,20,not departed yet,flight cancel
LH779,3/1/2006,11,8,5,not departed yet,flight cancel
LH6262,3/1/2006,11,8,5,not departed yet,flight cancel
LH6258,3/1/2006,11,8,5,not departed yet,flight cancel
LH3086,3/1/2006,11,8,5,10:22 PM,flight cancel
LH6260,3/1/2006,11,8,5,11:45 PM,not arrived yet
SQ63,3/1/2006,11,8,5,8:30 PM,not arrived yet
SQ65,3/1/2006,11,8,5,3:16 PM,not arrived yet
SK509,3/1/2006,11,8,5,5:18 PM,not arrived yet
SK1509,3/1/2006,11,8,5,10:44 AM,not arrived yet
SK510,3/1/2006,11,8,5,7:30 AM,10:22 PM
SK1510,3/1/2006,11,8,5,11:07 AM,11:45 PM
SK661,3/1/2006,11,8,5,2:22 AM,8:30 PM
SK659,3/1/2006,11,8,5,3:33 AM,3:16 PM
SK663,3/1/2006,11,8,5,4:44 AM,5:18 PM
LH782,3/1/2006,11,8,5,5:55 AM,not arrived yet
TG925,3/1/2006,10,15,20,flight cancel,not arrived yet
TG519,3/1/2006,10,15,20,flight cancel,not arrived yet
TG518,3/1/2006,10,15,20,flight cancel,8:15 AM
LH627,3/1/2006,10,15,20,flight cancel,10:44 AM
LH637,3/1/2006,10,15,20,not departed yet,7:30 AM
LH4800,3/1/2006,10,15,20,not departed yet,11:07 AM
LH4810,3/1/2006,10,15,20,not departed yet,2:22 AM
LH4806,3/1/2006,10,15,20,10:22 PM,3:33 AM
LH4801,3/1/2006,10,15,20,11:45 PM,4:44 AM
LH4811,3/1/2006,10,15,20,8:30 PM,5:55 AM
LH4807,3/1/2006,10,15,20,3:16 PM,not arrived yet
LH626,3/1/2006,10,15,20,5:18 PM,not arrived yet
LH636,3/1/2006,4,5,6,not departed yet,not arrived yet
TG620,3/1/2006,4,5,6,not departed yet,not arrived yet
TG520,3/1/2006,4,5,6,not departed yet,not arrived yet
LH9717,3/2/2006,4,5,6,not departed yet,not arrived yet
LH783,3/2/2006,4,5,6,not departed yet,not arrived yet
TG317,3/2/2006,4,5,6,not departed yet,not arrived yet
TG401,3/2/2006,4,5,6,10:22 PM,not arrived yet
TG403,3/2/2006,4,5,6,11:45 PM,not arrived yet
LH779,3/2/2006,4,5,6,8:30 PM,not arrived yet
LH6262,3/2/2006,4,5,6,3:16 PM,not arrived yet
LH6258,3/2/2006,4,5,6,5:18 PM,not arrived yet
LH3086,3/2/2006,4,5,6,not departed yet,flight cancel
LH6260,3/2/2006,4,5,6,not departed yet,flight cancel
SQ63,3/2/2006,4,5,6,not departed yet,flight cancel
SQ65,3/2/2006,4,5,6,not departed yet,flight cancel
SK509,3/2/2006,10,15,20,not departed yet,flight cancel
SK1509,3/2/2006,10,15,20,not departed yet,flight cancel
SK510,3/2/2006,10,15,20,not departed yet,not arrived yet
SK1510,3/2/2006,10,15,20,10:22 PM,not arrived yet
SK661,3/2/2006,10,15,20,11:45 PM,not arrived yet
SK659,3/2/2006,10,15,20,8:30 PM,not arrived yet
SK663,3/2/2006,10,15,20,3:16 PM,not arrived yet
LH782,3/2/2006,10,15,20,5:18 PM,not arrived yet
TG925,3/2/2006,10,15,20,flight cancel,not arrived yet
TG519,3/2/2006,10,15,20,flight cancel,not arrived yet
TG518,3/2/2006,10,15,20,flight cancel,not arrived yet
LH627,3/2/2006,10,15,20,flight cancel,8:15 AM
LH637,3/2/2006,10,15,20,flight cancel,10:44 AM
LH4800,3/2/2006,10,15,20,flight cancel,7:30 AM
LH4810,3/2/2006,10,15,20,flight cancel,11:07 AM
LH4806,3/2/2006,10,15,20,not departed yet,2:22 AM
LH4801,3/2/2006,10,15,20,not departed yet,3:33 AM
LH4811,3/2/2006,10,15,20,not departed yet,4:44 AM
LH4807,3/2/2006,10,15,20,not departed yet,5:55 AM
LH626,3/2/2006,10,15,20,10:22 PM,not arrived yet
LH636,3/2/2006,10,15,20,11:45 PM,not arrived yet
TG620,3/2/2006,10,15,20,8:30 PM,not arrived yet
TG520,3/2/2006,10,15,20,3:16 PM,flight cancel
LH9717,3/2/2006,10,15,20,5:18 PM,flight cancel
LH783,3/2/2006,10,15,20,10:44 AM,flight cancel
TG317,3/2/2006,10,15,20,7:30 AM,flight cancel
TG401,3/2/2006,10,15,20,11:07 AM,flight cancel
TG403,3/2/2006,11,8,5,2:22 AM,flight cancel
LH779,3/2/2006,11,8,5,3:33 AM,not arrived yet
LH6262,3/2/2006,11,8,5,4:44 AM,not arrived yet
LH6258,3/2/2006,11,8,5,5:55 AM,10:22 PM
LH3086,3/2/2006,11,8,5,not departed yet,11:45 PM
LH6260,3/2/2006,11,8,5,not departed yet,8:30 PM
SQ63,3/2/2006,11,8,5,not departed yet,3:16 PM
SQ65,3/2/2006,11,8,5,not departed yet,5:18 PM
SK509,3/2/2006,11,8,5,flight cancel,not arrived yet
SK1509,3/2/2006,11,8,5,flight cancel,not arrived yet
SK510,3/2/2006,11,8,5,flight cancel,not arrived yet
SK1510,3/2/2006,11,8,5,flight cancel,not arrived yet
SK661,3/2/2006,11,8,5,flight cancel,not arrived yet
SK659,3/2/2006,11,8,5,flight cancel,10:22 PM
SK663,3/2/2006,11,8,5,flight cancel,11:45 PM
LH782,3/2/2006,11,8,5,not departed yet,8:30 PM
TG925,3/2/2006,11,8,5,not departed yet,3:16 PM
TG519,3/2/2006,11,8,5,not departed yet,5:18 PM
TG518,3/2/2006,11,8,5,not departed yet,not arrived yet
LH627,3/2/2006,11,8,5,not departed yet,not arrived yet
LH637,3/2/2006,11,8,5,not departed yet,not arrived yet
LH4800,3/2/2006,11,8,5,10:22 PM,not arrived yet
LH4810,3/2/2006,11,8,5,11:45 PM,not arrived yet
LH4806,3/2/2006,10,15,20,8:30 PM,flight cancel
LH4801,3/2/2006,10,15,20,3:16 PM,flight cancel
LH4811,3/2/2006,10,15,20,5:18 PM,flight cancel
LH4807,3/2/2006,10,15,20,not departed yet,flight cancel
LH626,3/2/2006,10,15,20,not departed yet,flight cancel
LH636,3/2/2006,10,15,20,not departed yet,flight cancel
TG620,3/2/2006,10,15,20,not departed yet,not arrived yet
TG520,3/2/2006,10,15,20,not departed yet,10:22 PM
LH9717,3/3/2006,10,15,20,not departed yet,11:45 PM
LH783,3/3/2006,10,15,20,not departed yet,8:30 PM
TG317,3/3/2006,10,15,20,not departed yet,3:16 PM
TG401,3/3/2006,10,15,20,not departed yet,5:18 PM
TG403,3/3/2006,10,15,20,not departed yet,not arrived yet
LH779,3/3/2006,10,15,20,not departed yet,not arrived yet
LH6262,3/3/2006,10,15,20,not departed yet,not arrived yet
LH6258,3/3/2006,10,15,20,not departed yet,not arrived yet
LH3086,3/3/2006,10,15,20,flight cancel,not arrived yet
LH6260,3/3/2006,10,15,20,flight cancel,not arrived yet
SQ63,3/3/2006,11,8,5,flight cancel,not arrived yet
SQ65,3/3/2006,11,8,5,flight cancel,not arrived yet
SK509,3/3/2006,11,8,5,flight cancel,not arrived yet
SK1509,3/3/2006,11,8,5,flight cancel,10:22 PM
SK510,3/3/2006,11,8,5,flight cancel,11:45 PM
SK1510,3/3/2006,11,8,5,not departed yet,8:30 PM
SK661,3/3/2006,11,8,5,not departed yet,3:16 PM
SK659,3/3/2006,11,8,5,not departed yet,5:18 PM
SK663,3/3/2006,11,8,5,not departed yet,not arrived yet
LH782,3/3/2006,11,8,5,not departed yet,not arrived yet
TG925,3/3/2006,11,8,5,not departed yet,not arrived yet
TG519,3/3/2006,11,8,5,flight cancel,not arrived yet
TG518,3/3/2006,11,8,5,not departed yet,not arrived yet
LH627,3/3/2006,11,8,5,not departed yet,10:22 PM
LH637,3/3/2006,11,8,5,not departed yet,11:45 PM
LH4800,3/3/2006,11,8,5,not departed yet,8:30 PM
LH4810,3/3/2006,11,8,5,not departed yet,3:16 PM
LH4806,3/3/2006,11,8,5,not departed yet,5:18 PM
LH4801,3/3/2006,11,8,5,10:22 PM,not arrived yet
LH4811,3/3/2006,11,8,5,11:45 PM,not arrived yet
LH4807,3/3/2006,11,8,5,8:30 PM,not arrived yet
LH626,3/3/2006,11,8,5,3:16 PM,not arrived yet
LH636,3/3/2006,11,8,5,5:18 PM,not arrived yet
TG620,3/3/2006,11,8,5,not departed yet,not arrived yet
TG520,3/3/2006,11,8,5,not departed yet,not arrived yet
